wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
1193,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.067), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(11.765), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.021), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(1.715), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Plywood', 'thickness': np.float64(0.024), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.246), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.112,0.806,20.726,148.966,12.407,79.15
1194,"[{'material': 'Timber', 'thickness': np.float64(0.021), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.425), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.073), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.411), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.118,2.754,145.993,23.538,3.631,71.0
1195,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.058), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.621), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.085,1.657,93.928,19.4,6.035,22.71
1196,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.057), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(13.889), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.058), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(0.655), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.129,1.617,67.176,136.201,6.184,70.39
1197,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.037), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(21.277), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.097), 'density': np.float64(164.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.443), 'embodied_carbon_coefficient': np.float64(0.3), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.167,2.761,23.903,89.681,3.622,98.22
1198,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.054), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(14.706), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.029), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(1.311), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Plywood', 'thickness': np.float64(0.021), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.264), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.104,0.952,24.281,124.428,10.504,79.15
1199,"[{'material': 'Plywood', 'thickness': np.float64(0.009), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(19.231), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.046), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.935), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Plywood', 'thickness': np.float64(0.015), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(11.628), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.22,1.315,41.14,49.181,7.605,71.72
1200,"[{'material': 'Plywood', 'thickness': np.float64(0.017), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(10.204), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.086), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(0.488), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.115,2.169,54.17,31.142,4.61,31.47
1201,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.039), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(20.408), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.036), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Timber', 'thickness': np.float64(0.026), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.77), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.101,0.517,32.524,88.666,19.342,89.59
1202,"[{'material': 'Plywood', 'thickness': np.float64(0.02), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.696), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.036), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.305), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Timber', 'thickness': np.float64(0.023), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.135), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.079,1.2,13.136,25.231,8.333,61.7
1203,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.062), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(12.658), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.023), 'density': np.float64(164.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.869), 'embodied_carbon_coefficient': np.float64(0.3), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Plywood', 'thickness': np.float64(0.014), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(12.5), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.099,0.694,27.027,133.261,14.409,96.0
1204,"[{'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Foam glass', 'thickness': np.float64(0.096), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.583), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.126,1.756,95.821,48.664,5.695,93.73
1205,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.052), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(15.152), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.064), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(5.236), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.131,0.286,54.871,111.907,34.965,74.85
1206,"[{'material': 'Plywood', 'thickness': np.float64(0.015), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(11.628), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.032), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(10.417), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.062,0.203,69.664,28.209,49.261,43.45
1207,"[{'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.042), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(1.119), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.01), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(50.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.214,1.038,119.289,47.079,9.634,50.44
1208,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.046), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(17.241), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.066), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.848), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Timber', 'thickness': np.float64(0.023), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.135), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.135,1.556,21.224,109.894,6.427,148.63
1209,"[{'material': 'Cement plaster', 'thickness': np.float64(0.015), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.074), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.635), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Plywood', 'thickness': np.float64(0.024), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.246), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.113,1.733,55.5,39.159,5.77,46.47
1210,"[{'material': 'Timber', 'thickness': np.float64(0.031), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.32), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Cork slab', 'thickness': np.float64(0.098), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.449), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Timber', 'thickness': np.float64(0.024), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.003), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.165,3.003,89.105,23.047,3.33,87.59
1211,"[{'material': 'Timber', 'thickness': np.float64(0.019), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.788), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Foam glass', 'thickness': np.float64(0.069), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.812), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Plywood', 'thickness': np.float64(0.006), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(29.412), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.094,1.53,34.012,21.447,6.536,113.47
1212,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.085), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(9.259), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.038), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(1.157), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.152,1.375,12.897,180.342,7.273,98.22
1213,"[{'material': 'Timber', 'thickness': np.float64(0.024), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.003), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.043), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(7.812), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.01), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(50.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.077,0.481,60.815,14.051,20.79,41.91
1214,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.073), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.753), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.067), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(5.0), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Timber', 'thickness': np.float64(0.026), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.77), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.166,0.654,18.523,158.108,15.291,89.59
1215,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.06), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(0.7), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.087,1.466,108.888,41.492,6.821,26.47
1216,"[{'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.032), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.937), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Timber', 'thickness': np.float64(0.023), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.135), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.066,1.401,70.739,21.336,7.138,48.69
1217,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.097), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(0.392), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.124,2.59,108.58,42.388,3.861,26.47
1218,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.03), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(11.111), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Timber', 'thickness': np.float64(0.02), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.597), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.061,0.389,62.327,12.185,25.707,41.91
1219,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.03), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(26.316), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.069), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.522), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.01), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(50.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.109,1.975,76.838,64.379,5.063,66.63
